X,Y,OBJECTID,GLOBALID,DAMAGE,STRUCTURETYPE
-13151625.2401,4054610.2362,5569,5bbca3d5-cf21-4f57-802d-12277e6b82e8,Destroyed (>50%),Utility Misc Structure
-13151663.712,4054598.4919,5570,091c9f7e-3c31-4d94-b00d-508710de1d26,Destroyed (>50%),Single Family Residence Single Story
-13151647.3212,4054615.5956,5571,238efc54-1ad3-46db-a0a7-861cdf48d598,Affected (1-9%),Utility Misc Structure
-13149624.1087,4055626.0054,5572,d4d7bac7-2df3-4cbe-9afe-24a547b924fa,Destroyed (>50%),Single Family Residence Single Story
-13149639.8159,4055642.0501,5573,3eee58f0-f099-463a-83ae-26bd934def39,Destroyed (>50%),Single Family Residence Single Story
-13149650.637,4055659.4855,5574,10bb5929-8a4f-4778-b6b4-6312d72796f5,Destroyed (>50%),Single Family Residence Single Story
-13153281.344,4053087.705,5575,1c63df78-83b0-492a-8d35-739f2096e0f5,No Damage,Single Family Residence Multi Story
-13153282.6875,4053059.7141,5576,c98ca8ed-3adc-4bf7-8e4f-07696f0ed1f0,No Damage,Utility Misc Structure
-13147688.8704735,4054370.58320766,5577,027a48d2-1454-4eca-bcc6-37369e5c60a6,No Damage,Single Family Residence Single Story
-13147693.1635,4054398.2649,5578,a6aeb12d-91b6-45b4-a20b-6309fc9461e5,No Damage,Single Family Residence Multi Story
-13146291.7839,4051246.2651,5579,c6b0997b-d713-4677-886b-707a45c85ba8,No Damage,Single Family Residence Single Story
-13146477.504,4051237.9315,5581,ff5f025d-ef0e-40c7-921d-889dea6c3ece,Destroyed (>50%),Single Family Residence Single Story
-13149994.81,4055488.0459,5582,67acc89e-30c3-44b1-9fce-ce2f3b32bd2d,Destroyed (>50%),Single Family Residence Single Story
-13149990.9867,4055502.2241,5583,5b8498c7-4966-4120-bff2-ea5996f827da,Destroyed (>50%),Utility Misc Structure
-13149975.8271,4055488.0449,5584,f9c6be0f-2d7a-4db8-aac1-26c265ff05e0,Affected (1-9%),Single Family Residence Single Story
-13149967.2091,4055511.5568,5585,158bb5e5-beec-476c-8ddd-29382f47a0e0,Destroyed (>50%),Utility Misc Structure
-13149962.1946,4055489.3399,5586,9114399c-d83d-401d-8480-9e8220a21593,Destroyed (>50%),Single Family Residence Single Story
-13149973.6368,4055512.635,5587,6a913bf8-ec5c-4f4a-ada5-2d497f219878,Destroyed (>50%),Utility Misc Structure
-13149939.6037,4055485.4139,5588,cdb7a731-3464-4e72-bae7-0a5ee34ba121,Destroyed (>50%),Single Family Residence Single Story
-13149938.8164,4055508.798,5589,c0b1ca4f-339f-4b1b-b453-f54bda9f68ae,Destroyed (>50%),Utility Misc Structure
-13152212.5261,4054904.9393,5590,2c5ee680-a760-487a-9600-caa112f714a3,Destroyed (>50%),Single Family Residence Single Story
-13152196.4825,4054919.51,5591,641859ed-555e-4431-aaec-e8f7e223ec3c,Destroyed (>50%),Utility Misc Structure
-13152247.2462,4054913.7256,5592,85035844-5054-409f-b080-fdaf9bf64ddd,Destroyed (>50%),Single Family Residence Single Story
-13152237.9781,4054926.6641,5593,bab9c1ea-afa2-441e-bd22-0e81f20e5f0d,Destroyed (>50%),Utility Misc Structure
-13152281.6402,4054925.8963,5594,4d1c7185-d2a8-4adb-84ab-1dd1e53a76f9,Destroyed (>50%),Single Family Residence Single Story
-13152279.7977,4054945.5959,5595,974c7ceb-dba0-436c-9206-b43d5c9b03a8,Destroyed (>50%),Utility Misc Structure
-13152317.3665,4054937.4302,5596,0e835003-e613-4e16-9c28-405e504d0826,Destroyed (>50%),Single Family Residence Single Story
-13152306.2707,4054951.3735,5597,d9a8695b-ca02-4db8-9c4c-8fd6e43268f4,Destroyed (>50%),Utility Misc Structure
-13152352.2302,4054954.3049,5598,46654a78-2cb5-4079-8cdc-a7dd666748fc,Destroyed (>50%),Single Family Residence Single Story
-13152337.2413,4054971.8135,5599,2a115c5e-3a5b-4ab9-b911-57987cbf3096,Destroyed (>50%),Utility Misc Structure
-13152383.91,4054964.3771,5600,24928cf7-0c8c-4aa3-88bd-720cecf37d28,Destroyed (>50%),Single Family Residence Single Story
-13152374.8151,4054977.9615,5601,e4009a48-380b-4ffe-a324-4c677915c87b,Destroyed (>50%),Utility Misc Structure
-13152401.6461,4054971.757,5602,6bb12d05-83ac-4555-a8b0-5aa6c7098333,Destroyed (>50%),Single Family Residence Single Story
-13152392.8939,4054986.5821,5603,19d0a8ac-f0a7-484f-93c6-b43e7a00b53c,Destroyed (>50%),Utility Misc Structure
-13152453.0215,4054993.9127,5604,d1a030e2-4d6f-428d-a4a9-239c0db021f1,Destroyed (>50%),Single Family Residence Single Story
-13152440.6844,4055011.5116,5605,4c8b690f-5a72-4c46-9e5d-644f0716b692,Destroyed (>50%),Utility Misc Structure
-13152468.3128,4054999.5718,5606,45071625-c835-4486-88a0-455e36ca0212,Destroyed (>50%),Single Family Residence Single Story
-13152467.0844,4055023.0133,5607,7fd7c155-0a00-456c-a32b-cf06539ac63f,Destroyed (>50%),Single Family Residence Single Story
-13153013.0864,4054732.6959,5608,3e3e9eea-af7c-4533-8792-1195bb2030f0,Destroyed (>50%),Single Family Residence Single Story
-13152948.2121,4052943.1174,5609,0f989a35-742c-4b98-a8b9-e8461839138c,No Damage,Single Family Residence Multi Story
-13149010.504,4055235.2488,5610,56e5d594-8fa3-4cb2-9cd5-6957ab006494,Destroyed (>50%),Single Family Residence Single Story
-13147536.0043,4054611.8338,5611,cb198464-a476-4657-8cf8-0a8536d075c1,Destroyed (>50%),Single Family Residence Single Story
-13147502.404,4054576.5595,5612,8ef6bf92-72c9-4ab4-8487-7329614c8ce9,Destroyed (>50%),Single Family Residence Single Story
-13147488.3955,4054551.3654,5613,6c092d5e-a4ba-4bd5-83ab-d097413182b7,Destroyed (>50%),Single Family Residence Single Story
-13147508.6918,4054539.6882,5614,bf238bc2-6f7e-46a7-8242-da486237545d,Destroyed (>50%),Utility Misc Structure
-13152899.6767,4055706.2781,5615,a2dae681-e9a6-4c2f-9f7d-3509a7971506,Destroyed (>50%),Single Family Residence Single Story
-13152906.1371,4055678.4022,5616,f569cf4c-d7f7-4eea-9a72-a05d64e64420,Destroyed (>50%),Utility Misc Structure
-13152917.3351,4055708.5026,5617,8c8c061b-00fe-4109-9387-85976b9c1afa,Destroyed (>50%),Single Family Residence Single Story
-13152920.3871,4055690.561,5618,27826cc8-23ea-4c26-9078-f5925a7a6cfa,Destroyed (>50%),Utility Misc Structure
-13152942.1726,4055691.6385,5619,c5ba6bad-2828-4a1e-ac1d-fd95b72a97de,Destroyed (>50%),Utility Misc Structure
-13152998.607,4054719.9067,5620,693118b5-6445-4a2c-8a7e-858d81145e3a,Destroyed (>50%),Single Family Residence Single Story
-13152985.8752,4054552.0586,5621,3f483f08-1f7e-4afd-9217-1ca04862142e,Destroyed (>50%),Single Family Residence Multi Story
-13152958.9637,4054561.6493,5622,cf260555-ffbe-4bb0-9e38-e63d375a5ecd,Destroyed (>50%),Utility Misc Structure
-13152962.8931,4054544.4858,5623,347adc9a-b182-4b3e-9b95-d29cacc3300f,Destroyed (>50%),Single Family Residence Single Story
-13153023.5544,4054691.9753,5624,e9c23ba3-b369-4727-a5a1-aee697fa0dfa,Destroyed (>50%),Single Family Residence Single Story
-13152953.889,4052960.0236,5625,ac4d91a2-bde5-4453-9fe7-7dcd36727ad9,No Damage,Single Family Residence Single Story
-13148979.2904,4055208.7147,5626,ef7c4be9-485e-4193-9473-4553820318bb,Destroyed (>50%),Single Family Residence Multi Story
-13148984.4672,4055169.502,5627,fe0859b8-3f9c-44f3-9716-885911ebcc8c,Destroyed (>50%),Single Family Residence Multi Story
-13149001.7755,4055140.4196,5628,7a0b0d48-6a90-476d-8a72-1367fd104a8d,Destroyed (>50%),Single Family Residence Multi Story
-13149011.1357,4055107.441,5629,d1914f54-6cb4-45aa-b7c8-e049cfac1b41,No Damage,Single Family Residence Single Story
-13152936.5416,4055713.6766,5630,aecbb977-7ac5-494c-8201-4ee90b181341,Destroyed (>50%),Single Family Residence Single Story
-13152949.985,4055723.44,5631,c956053e-9fc7-4bb0-b14c-cb1a3ad07999,Destroyed (>50%),Single Family Residence Single Story
-13152957.6964,4055705.2164,5632,c862294d-254d-4d97-922c-cfd1affad937,Destroyed (>50%),Utility Misc Structure
-13149027.1236,4055189.1144,5633,58b0e583-288b-4d66-8e4f-4d7f871eaa1c,Destroyed (>50%),Single Family Residence Single Story
-13153273.8169,4053061.5742,5634,5f40d27e-d0c7-45e1-a8c5-23a9a30624bd,No Damage,Utility Misc Structure
-13153280.4888,4053143.3878,5635,5822db00-3f20-45d2-bfd5-8b487e23176d,No Damage,Single Family Residence Single Story
-13153287.2619,4053163.179,5636,58e336a5-5e79-42d4-9905-ef2009842c06,No Damage,Utility Misc Structure
-13153265.6261,4053141.7296,5637,36d4266b-d38a-4366-9b51-d680d50b0d2e,No Damage,Single Family Residence Single Story
-13153259.5172,4053164.4709,5638,84a962a4-ea70-484b-920a-3633f3f230bf,No Damage,Utility Misc Structure
-13152951.0518,4052927.3408,5639,cf9689e1-ddba-4eb2-9d37-eb32e3f08ea0,No Damage,Single Family Residence Single Story
-13147579.1924,4054609.988,5640,6a7ad2f1-b46d-46c8-8df6-9918b73efb4d,Destroyed (>50%),Single Family Residence Single Story
-13149051.5708,4055149.4578,5641,bcd6e2e0-6eb7-461a-b55b-c7509b9ebc73,Destroyed (>50%),Single Family Residence Single Story
-13146481.3538,4051254.5705,5642,22f067a9-b3ff-44fe-929c-b831b8431ade,Destroyed (>50%),Utility Misc Structure
-13152964.1306,4054852.2795,5643,4ad93c82-9dcf-4c27-9fa5-e26175ef4f78,Destroyed (>50%),Single Family Residence Single Story
-13152948.0197,4054848.7131,5644,55bcb616-87e5-4112-a829-ada8565c1516,Affected (1-9%),Utility Misc Structure
-13147553.1842141,4054385.59583653,5645,49ed23bb-15c9-42d7-8948-fdfe7861c52d,No Damage,Single Family Residence Multi Story
-13147525.3597,4054384.8923,5646,94826ed0-a311-4f22-8453-cd2d84924cbd,No Damage,Utility Misc Structure
-13146056.2401,4051193.577,5647,52e8a59e-2846-4a39-9f5e-bc168f45841a,Destroyed (>50%),Single Family Residence Multi Story
-13146337.6728,4050765.9431,5648,b37fdbe8-9791-4a79-a559-c5afb0047eae,Destroyed (>50%),Utility Misc Structure
-13146309.6228901,4050827.7329,5649,8182c465-7094-4eaf-b94c-f91d4e55c294,Destroyed (>50%),Single Family Residence Single Story
-13146224.489621,4050916.28262523,5650,984b3e10-a9ba-431f-9df6-65f99814f36a,Destroyed (>50%),Utility Misc Structure
-13146244.7658,4050905.4039,5651,89edf74d-a70d-435a-b054-0c990f392cc8,Affected (1-9%),Single Family Residence Single Story
-13146257.455,4050882.1445,5652,4a2fb7f2-2265-42a2-8df9-cdc1a38d0dac,Affected (1-9%),Single Family Residence Single Story
-13146249.8427,4051249.7259,5653,e6d7609a-ca1d-4180-8952-bdaeb8471864,Destroyed (>50%),Single Family Residence Single Story
-13146353.3927,4051247.6903,5654,912665dd-2e94-49b7-8798-fbca08a7d7c3,Affected (1-9%),Single Family Residence Single Story
-13146315.5625,4051249.3089,5655,8ad55b05-1d93-4ce6-8f66-53d43a98adf0,Affected (1-9%),Single Family Residence Single Story
-13146374.0855,4051245.8819,5656,18f72603-b331-4d77-9178-265a5ece43f7,No Damage,Mixed Commercial/Residential
-13146457.1528225,4051246.02634141,5657,252653a7-3990-48e0-bd15-78dcabcc6700,Destroyed (>50%),Single Family Residence Single Story
-13146494.6408,4051240.7099,5658,aba9db97-77a7-4107-9c70-ae4bf41db9a4,Destroyed (>50%),Single Family Residence Single Story
-13146423.6559892,4051244.76406847,5659,0557084b-f616-4ed6-8806-5363592c9e33,Destroyed (>50%),Commercial Building Single Story
-13146500.0783,4051256.3186,5660,3d0cd3d6-bcd0-4202-af25-937c87116d48,Destroyed (>50%),Utility Misc Structure
-13146489.8039,4051192.8442,5661,db2901d7-9894-412b-b3a0-ee5ac0a0f7d3,No Damage,Single Family Residence Single Story
-13146478.4257,4051189.3921,5662,1ef10340-8f0e-406c-8e65-f37f90e8ac61,Affected (1-9%),Utility Misc Structure
-13153684.5511,4055639.1412,5663,d7a73f2d-02df-43ed-81fc-170969f2250d,No Damage,School
-13152357.1782,4054869.191,5664,8279dcec-d8c4-45db-b799-e375fd846bda,Destroyed (>50%),Utility Misc Structure
-13152356.9855,4054890.5081,5665,f4f34c2a-819d-46f2-a098-e1bc7cdfc33c,Destroyed (>50%),Single Family Residence Single Story
-13152323.9293,4054855.1912,5666,5f3ddb5c-8515-48fe-8bc5-b8a90aafb869,Destroyed (>50%),Utility Misc Structure
-13152320.9931,4054877.1401,5667,34baa1fe-6c54-43ce-8177-61b1a01733c7,Destroyed (>50%),Single Family Residence Single Story
-13152288.119,4054846.0342,5668,d4d8bc8d-a31c-4408-9338-f7bbeebb9ff5,Destroyed (>50%),Utility Misc Structure
-13152287.3084,4054864.3566,5669,156f3d79-2dec-4591-8946-54bca1b1dbd8,Affected (1-9%),Single Family Residence Single Story
-13152245.8305,4054821.102,5670,fc78c0c3-ab82-49fa-bcaf-938877bd2e61,Destroyed (>50%),Utility Misc Structure
-13152233.0622,4054842.7817,5671,c03fd09c-8ab8-4e59-b744-a909d64657c5,Destroyed (>50%),Single Family Residence Single Story
-13147458.6434,4053839.3092,5672,ca4aa617-1a45-4641-b522-314955397418,No Damage,Single Family Residence Multi Story
-13147428.8463,4053847.6308,5673,cc5af03a-9d39-42b1-87f3-747eaad86785,No Damage,Single Family Residence Multi Story
-13152956.294,4054870.6935,5674,dd4f6993-0de4-4074-aabd-d682f7b2d5f3,Destroyed (>50%),Single Family Residence Single Story
-13152505.3734,4054950.0243,5675,4e8176e7-478f-4f06-b371-31ec7458a896,Destroyed (>50%),Single Family Residence Single Story
-13152517.2668,4054935.4334,5676,0af37ef7-1419-47eb-af1f-d5aa5af0ec26,Destroyed (>50%),Utility Misc Structure
-13152474.9043,4054937.8244,5677,854d2896-4c66-4782-99e0-519c4906e85f,Destroyed (>50%),Single Family Residence Single Story
-13152477.05,4054918.5742,5678,04b583be-4d4d-4406-9a59-d09033f2f08e,Destroyed (>50%),Utility Misc Structure
-13152422.1809,4054916.2971,5679,b28d3be2-1e07-4cc4-9a13-eddde8372eb0,Destroyed (>50%),Single Family Residence Single Story
-13152426.5337,4054895.453,5680,421e5054-7363-492c-ae35-4472211ac522,Destroyed (>50%),Utility Misc Structure
-13152387.0525,4054904.6489,5681,46bc4179-c5a9-4eb6-aff1-d9aa419c40a9,Destroyed (>50%),Single Family Residence Single Story
-13152397.2906,4054889.6289,5682,1d607c6c-dc9b-45d5-b341-90006508dc78,Destroyed (>50%),Utility Misc Structure
-13152369.4576,4054894.1656,5683,87e021ec-4d25-4f82-8011-97f8b1876359,Destroyed (>50%),Single Family Residence Single Story
-13152373.0299,4054877.4371,5684,3c83a828-272f-4993-92bd-7e12061f50e8,Destroyed (>50%),Utility Misc Structure
-13152334.5529,4054882.6443,5685,3f8f28c8-c043-4d3c-992d-24b81518774b,Destroyed (>50%),Single Family Residence Single Story
-13152340.4187,4054856.4358,5686,6110d798-f934-4887-bddf-dfec325d0676,Destroyed (>50%),Utility Misc Structure
-13152303.9763,4054859.119,5687,53b65353-0358-492f-9425-8cae0a3d1487,Destroyed (>50%),Single Family Residence Single Story
-13152268.0956,4054855.1877,5688,d6279005-aa5e-4e21-bb16-753e3f96e98a,Affected (1-9%),Single Family Residence Single Story
-13152270.1548,4054835.4689,5689,e8eb8c61-9d77-4b62-ad2b-1420738ba0ec,No Damage,Utility Misc Structure
-13152249.2476,4054849.5576,5690,8210f7f8-537e-4749-bcdf-2291540cc54a,Destroyed (>50%),Single Family Residence Single Story
-13152254.2963,4054835.0225,5691,bc3a90e2-f741-46f1-8172-f27c81608906,Destroyed (>50%),Utility Misc Structure
-13152927.0989,4055783.6977,5692,04734d49-ee47-4c9a-b871-6ba5503ea81d,Destroyed (>50%),Single Family Residence Single Story
-13152920.8953,4055799.6477,5693,bafa3f3b-83d2-40a5-b4d4-38c39c7fa744,Destroyed (>50%),Utility Misc Structure
-13150876.6293,4055546.0067,5694,72c34c11-4ab3-4733-88ee-7ebb17f9c864,Destroyed (>50%),Single Family Residence Single Story
-13150859.4046,4055543.5966,5695,e63f917b-c6bc-4923-993a-c449c6d4fee9,Destroyed (>50%),Utility Misc Structure
-13147444.8248,4053922.0992,5696,c1b5d26e-6caf-4d9f-9b28-0420a5459b1a,No Damage,Single Family Residence Single Story
-13147519.5307,4054370.6353,5697,145a2a98-5623-479a-adc4-ff9814a43cac,No Damage,Single Family Residence Multi Story
-13153009.1867,4054708.2587,5698,b377835c-2993-4e1f-a8cf-4d1ee6798df3,Destroyed (>50%),Single Family Residence Single Story
-13152999.3439,4054759.8907,5699,aaa889d9-cdef-45f3-9821-7180559056ae,Destroyed (>50%),Single Family Residence Single Story
-13152977.2203,4054756.95,5700,a4c87972-9364-4381-aa77-0aded778d03a,Destroyed (>50%),Utility Misc Structure
-13152984.6316,4054795.442,5701,94f7913d-a37d-49c3-b025-6e3094ba37c4,Destroyed (>50%),Single Family Residence Single Story
-13152965.2798,4054830.0262,5702,a7af252a-7c35-4db4-9997-0fdfd3829e2a,Affected (1-9%),Single Family Residence Single Story
-13152946.068,4054882.6983,5703,4dccaec3-2266-4d22-8b05-14640d0f160e,Destroyed (>50%),Single Family Residence Single Story
-13152930.8135,4054872.9739,5704,ebdf7561-c8a7-4148-9306-e79f71b30c45,Destroyed (>50%),Utility Misc Structure
-13152950.1554,4052913.3425,5705,eab6bcd7-dc31-4a57-9cd0-e773f52c50a0,No Damage,Single Family Residence Single Story
-13149571.1626,4055661.6944,5706,0c9d310d-db28-4efe-8048-3ba16e13f376,Destroyed (>50%),Single Family Residence Single Story
-13149593.175,4055666.799,5707,3847d95e-97c5-4ad9-837a-ee5f8fe77080,Destroyed (>50%),Single Family Residence Single Story
-13149606.8885,4055685.3691,5708,2707d8a5-203d-4025-bf80-de2aeb434a45,Destroyed (>50%),Single Family Residence Single Story
-13149618.4124,4055703.9174,5709,e544c341-c46f-4891-9d28-aefa732163a9,Destroyed (>50%),Single Family Residence Single Story
-13149596.9557,4055731.6568,5710,e814386c-379d-4aa1-821d-5bffdc517829,No Damage,Utility Misc Structure
-13149629.8347,4055722.9967,5711,1ecb1dda-c500-4ed1-9eec-f5f55d325957,Destroyed (>50%),Single Family Residence Single Story
-13149593.8243,4055709.0195,5712,b3eb56d5-6d1d-4c88-8969-5b910037ee55,Destroyed (>50%),Utility Misc Structure
-13149637.9541,4055740.6353,5713,f35e335b-e9c9-4221-bf38-db58e8c2216e,Destroyed (>50%),Single Family Residence Multi Story
-13149728.4226,4055732.4102,5714,fb4c30cb-756c-4bcf-850d-0774f52cc807,Destroyed (>50%),Utility Misc Structure
-13152366.7928,4054959.2253,5715,237d5dc8-20bc-4817-9233-f0a989064ad4,Destroyed (>50%),Single Family Residence Single Story
-13152354.7642,4054973.771,5716,da870e93-b65c-4054-b800-4bbf4df59e89,Destroyed (>50%),Utility Misc Structure
-13152429.3542,4054983.0848,5717,4dced534-994f-45a6-89cb-8cd3ba733f06,No Damage,Single Family Residence Single Story
-13152433.5695,4055006.8433,5718,5f7d265c-7d1c-40d4-808e-9fb5ad8076e6,Destroyed (>50%),Utility Misc Structure
-13152484.8682,4055013.6757,5719,c117a25f-9dba-4e65-bb28-19de47aeacf6,Destroyed (>50%),Single Family Residence Single Story
-13152474.8809,4055028.6172,5720,e37ffcd4-4e0d-40ac-8099-73ecdf4501a0,Destroyed (>50%),Utility Misc Structure
-13152463.6448,4055067.362,5721,c0987962-f552-46ec-8c22-559d9235dee9,Destroyed (>50%),Single Family Residence Single Story
-13152471.3373,4055036.3538,5722,f46d2e41-11c1-40fa-a116-0d08612f76df,Destroyed (>50%),Utility Misc Structure
-13152786.9081,4055730.481,5723,577b8719-bb51-48fc-84ad-ae8b1887d366,Destroyed (>50%),Single Family Residence Single Story
-13152789.7229,4055750.1529,5724,22893a88-0e3b-4057-887f-cb86d4ea114a,Destroyed (>50%),Utility Misc Structure
-13152805.5995,4055733.9055,5725,2111dfed-f828-424e-b747-7734f94928df,Destroyed (>50%),Single Family Residence Single Story
-13152810.1791,4055753.7178,5726,08ec00c3-9281-4ddd-b159-e5a9da4fbacd,Destroyed (>50%),Utility Misc Structure
-13152825.8377,4055740.8689,5727,0e40947f-1bf4-4896-b187-1d4cfc716173,Destroyed (>50%),Single Family Residence Single Story
-13152824.3033,4055765.4681,5728,82e8a2f1-c1fb-45ec-9c77-9cc3e6ca489b,Destroyed (>50%),Utility Misc Structure
-13152841.0284,4055747.5488,5729,59dc0b82-9f0d-444b-be3f-2217b0ad8128,Destroyed (>50%),Single Family Residence Single Story
-13152858.4186,4055756.008,5730,a6ec1db8-ef42-4298-8246-31798aa877c6,Destroyed (>50%),Single Family Residence Single Story
-13152858.5018,4055777.2103,5731,e8dc4fe6-75f8-4de1-af92-cb218fa11e23,Destroyed (>50%),Utility Misc Structure
-13152877.5024,4055766.0582,5732,bcdfbb16-e08b-49df-bcb3-945474cbb30c,Destroyed (>50%),Single Family Residence Single Story
-13152873.8975,4055786.5814,5733,26d9709c-2e17-4b1a-a0b7-63c938272124,Destroyed (>50%),Single Family Residence Single Story
-13152894.5797,4055769.9326,5734,b7a0d616-1f1a-40a5-a6e2-ee94618a91fb,Destroyed (>50%),Single Family Residence Single Story
-13152891.9091,4055789.6206,5735,73a8fb35-5afc-4075-ba5f-4f0084874335,Destroyed (>50%),Utility Misc Structure
-13152912.1266,4055774.9257,5736,cc502ad4-e622-434d-b903-7e1e239860ad,Destroyed (>50%),Single Family Residence Single Story
-13152910.3847,4055795.5679,5737,2d61b6d2-a540-4bec-b86a-ab10eab3df53,Destroyed (>50%),Utility Misc Structure
-13150840.6234,4055543.2803,5738,f31c45c2-b335-4f02-a123-2ae9e23f65ff,Destroyed (>50%),Single Family Residence Single Story
-13150827.8616018,4055564.78197878,5739,8e5f5672-31ef-422b-8e30-7e67cbc7aff9,Destroyed (>50%),Single Family Residence Single Story
-13149083.0228,4055097.1737,5740,74830e89-68db-4f39-96c6-84587c2e89f4,No Damage,Single Family Residence Multi Story
-13149104.8062,4055117.1419,5741,7a341ec5-adb5-449c-b177-fc8d7ac0d7ad,No Damage,Single Family Residence Multi Story
-13149118.2211,4055160.906,5742,7b024cef-e538-4464-82f1-ace33473c5c9,No Damage,Single Family Residence Multi Story
-13150061.1796,4054668.9365,5743,3f9c4975-2c5f-436f-971f-90b553386299,Destroyed (>50%),Single Family Residence Single Story
-13152935.7847,4052893.7549,5744,fc178ac6-842e-45f6-a707-bae3c905b880,No Damage,Single Family Residence Multi Story
-13147422.0044,4053971.362,5745,81653b4a-36ed-4227-975b-250d7655d2b2,No Damage,Single Family Residence Single Story
-13152916.2287,4052880.9864,5746,2ceabd77-151a-4d67-b30c-634c04c2d39d,No Damage,Single Family Residence Single Story
-13149122.7845,4055291.2436,5747,a439c4d4-5701-45de-8402-55db905f7eec,Destroyed (>50%),Single Family Residence Single Story
-13153727.3101,4055769.2168,5748,3cb701ea-87db-41cc-9651-5d79a9e942ed,No Damage,Single Family Residence Single Story
-13153721.9762,4055787.1867,5749,c934f880-2d9b-40d1-aa6f-8e238ce05fa6,No Damage,Utility Misc Structure
-13153701.3233,4055782.7103,5750,8ac1b9b1-2ee0-4311-a693-a99add3e7bc7,No Damage,Single Family Residence Single Story
-13147506.4765,4054412.5843,5751,24a137e4-3199-4f01-8faf-4fc4846fbb86,Affected (1-9%),Single Family Residence Multi Story
-13153670.5331,4055748.007,5752,16a3d677-a424-42c0-aacd-a5ea79347dd1,No Damage,Single Family Residence Single Story
-13153653.4628,4055745.6448,5753,c5cbc9cb-c813-446d-95bb-86793a5087da,No Damage,Utility Misc Structure
-13153645.2279,4055768.2631,5754,b778fd40-737c-40fb-953d-437d8cbc3021,No Damage,Utility Misc Structure
-13153674.6152,4055776.0544,5755,c1abd443-d253-486f-a1b4-956a55b34c6e,No Damage,Single Family Residence Single Story
-13150095.0021,4054655.7114,5756,169475a8-54df-46c2-a165-1ca37f3cea03,Destroyed (>50%),Utility Misc Structure
-13149096.0803,4055220.9405,5757,483e9605-b7cc-4aef-959f-8ab0fe01ed2a,No Damage,Single Family Residence Multi Story
-13149089.7932,4055304.8666,5758,27387ee8-2c3a-422d-9b03-e89137f57c04,No Damage,Single Family Residence Multi Story
-13150822.5653,4055541.2003,5759,9ba4a398-f30e-4bdd-b741-96a42d79179a,Destroyed (>50%),Single Family Residence Single Story
-13150813.6231,4055547.4295,5760,9cf62845-71f3-4dd7-9705-84dcb4e322a8,Destroyed (>50%),Utility Misc Structure
-13150805.693488,4055528.86099202,5761,79492e1e-dc9a-4b45-9c5a-f31452ddbf20,Destroyed (>50%),Single Family Residence Single Story
-13150790.6149173,4055523.83672254,5762,18628e11-a2ad-4248-b429-7290b10755d7,Destroyed (>50%),Single Family Residence Single Story
-13150911.7099,4055501.6683,5763,19e2df90-278e-4931-a66e-0f1233a057e0,Destroyed (>50%),Single Family Residence Multi Story
-13150884.5415,4055506.1587,5764,09630e3a-9309-4cc7-ac41-51fceb79f76d,Destroyed (>50%),Single Family Residence Single Story
-13150860.8673,4055495.8216,5765,85a74a6a-6d31-44ab-800e-f3ef7b8ee00e,Destroyed (>50%),Single Family Residence Single Story
-13150875.981,4055481.345,5766,801c52ef-6fc5-4520-bd9f-222e885f0cce,Destroyed (>50%),Single Family Residence Single Story
-13150844.5407,4055468.7338,5767,e4ce8a45-7196-4158-98c2-603127b16d72,Destroyed (>50%),Single Family Residence Single Story
-13147655.4821,4054391.5758,5768,8ec4c412-6476-4d08-ab0a-e57c8ae00ce6,Destroyed (>50%),Single Family Residence Multi Story
-13147648.3483745,4054454.66715176,5769,0432aa2a-1f15-4aab-8b56-72cfd23e8060,No Damage,Single Family Residence Single Story
-13150770.7236,4055517.6985,5770,4630fe22-e8a1-4de5-989a-2530c6c7b6a8,Destroyed (>50%),Single Family Residence Single Story
-13150766.3803324,4055540.38905494,5771,614a98b4-c6dc-4784-ab59-b02e4760ec04,Destroyed (>50%),Utility Misc Structure
-13147464.0286,4054435.2455,5772,7916c67e-27a9-40de-bfa6-63a67bb911bf,Destroyed (>50%),Single Family Residence Single Story
-13147472.4884,4054406.1559,5773,be1ca7fd-27fb-42f4-a4a7-f2f6bab0a480,Destroyed (>50%),Utility Misc Structure
-13147604.8001,4054463.6222,5774,26ff7712-d8a5-4443-b2b3-10be9c02d316,Destroyed (>50%),Single Family Residence Multi Story
-13147616.2615,4054491.2491,5775,5a632bde-2093-4114-88d5-102f2e86105d,No Damage,Single Family Residence Single Story
-13147593.288,4054495.2812,5776,e50ca050-df85-401f-871e-5cb663cd6060,Destroyed (>50%),Utility Misc Structure
-13149662.5734,4055683.5972,5777,fc912e7c-d7c4-46a1-8279-75ad458aad01,Destroyed (>50%),Single Family Residence Single Story
-13149673.5324,4055699.2122,5778,7d92cf8b-5395-4728-8f3e-7e4e0750ab8e,Destroyed (>50%),Single Family Residence Single Story
-13150059.2143,4054649.2921,5779,a28282f0-4f69-4603-91d8-7217acb3b240,Destroyed (>50%),Single Family Residence Multi Story
-13150750.4717549,4055529.74503663,5780,77f8032f-8fbc-47de-8e06-7e11658a7997,Destroyed (>50%),Utility Misc Structure
-13150750.564,4055515.2086,5781,120ead18-9726-4d4f-a43c-5163509bdd2d,Destroyed (>50%),Single Family Residence Single Story
-13150075.1602,4054640.5414,5782,94aa094b-dc26-4027-a126-ab9164656e51,Destroyed (>50%),Utility Misc Structure
-13147376.7248,4054405.9512,5783,1e95c01e-490f-4e91-8d5b-b87dcbaefa00,No Damage,Single Family Residence Single Story
